bugid,status,pri,,,,,,,
51572,WontFix,3,,,,,,,
51574,Verified,2,,,,,,,
51579,WontFix,2,,,,,,,
51581,WontFix,2,,,,,,,
51584,Fixed,2,,,,,,,
51586,Available,Bug,,,,,,,
51587,WontFix,2,,,,,,,
51590,Available,2,,,,,,,
51597,Fixed,0,,,,,,,
51616,Fixed,2,,,,,,,
51620,Fixed,0,,,,,,,
51622,Fixed,2,,,,,,,
51631,Fixed,1,,,,,,,
51634,Verified,2,,,,,,,
51636,Fixed,1,,,,,,,
51638,Fixed,2,,,,,,,
51640,Verified,2,,,,,,,
51643,Verified,2,,,,,,,
51644,Fixed,3,,,,,,,
51658,Fixed,Security,,,,,,,
51663,Fixed,2,,,,,,,
51664,WontFix,2,,,,,,,
51679,Assigned,2,,,,,,,
51680,Fixed,Security,,,,,,,
51682,Assigned,2,,,,,,,
51683,Duplicate,2,,,,,,,
51688,Verified,2,,,,,,,
51689,Verified,2,,,,,,,
51691,Fixed,2,,,,,,,
51692,Verified,2,,,,,,,
51693,Fixed,1,,,,,,,
51694,Fixed,2,,,,,,,
51698,Fixed,2,,,,,,,
51701,Duplicate,2,,,,,,,
51702,Fixed,2,,,,,,,
51703,Fixed,3,,,,,,,
51704,Fixed,2,,,,,,,
51709,Fixed,Security,,,,,,,
51715,Fixed,2,,,,,,,
51716,WontFix,0,,,,,,,
51720,Started,2,,,,,,,
51724,Verified,2,,,,,,,
51726,Assigned,2,,,,,,,
51727,Fixed,Security,,,,,,,
51728,Fixed,1,,,,,,,
51729," Norwegian and Brazilian Portuguese Chrome""",Verified,,2,Mac,,,,
51730,Verified,2,,,,,,,
51733,Verified,2,,,,,,,
51734,Fixed,2,,,,,,,
51738,Verified,2,,,,,,,
51741,Fixed,2,,,,,,,
51742,Verified,1,,,,,,,
51747,Fixed,2,,,,,,,
51748,Verified,2,,,,,,,
51751,Fixed,2,,,,,,,
51757,Fixed,2,,,,,,,
51761,Fixed,2,,,,,,,
51768,Fixed,2,,,,,,,
51770,Fixed,2,,,,,,,
51778,Verified,1,,,,,,,
51785,Fixed,2,,,,,,,
51786,Verified,2,,,,,,,
51787,Fixed,2,,,,,,,
51810,Fixed,2,,,,,,,
51814,Fixed,2,,,,,,,
51816,Fixed,2,,,,,,,
51820,Fixed,2,,,,,,,
51821,WontFix,2,,,,,,,
51822,WontFix,2,,,,,,,
51830,Fixed,1,,,,,,,
51831,Verified,2,,,,,,,
51833,Fixed,2,,,,,,,
51834,Fixed,2,,,,,,,
51843,Fixed,2,,,,,,,
51846,Verified,Security,,,,,,,
51847,Fixed,2,,,,,,,
51855,Fixed,2,,,,,,,
51861,WontFix,2,,,,,,,
51863,WontFix,2,,,,,,,
51870,Fixed,2,,,,,,,
51879,Fixed,1,,,,,,,
51890,Fixed,1,,,,,,,
51897,Verified,2,,,,,,,
51899,Verified,2,,,,,,,
51906,WontFix,2,,,,,,,
51934,Fixed,2,,,,,,,
51940,Fixed,1,,,,,,,
51944,Verified,2,,,,,,,
51949,Fixed,1,,,,,,,
51950,Started,1,,,,,,,
51955,Verified,1,,,,,,,
51956,WontFix,2,,,,,,,
51959,Fixed,1,,,,,,,
51960,Fixed,2,,,,,,,
51963,Fixed,1,,,,,,,
51969,Fixed,2,,,,,,,
51970,Fixed,2,,,,,,,
51971,Fixed,2,,,,,,,
51974,WontFix,2,,,,,,,
51981,Fixed,2,,,,,,,
51982,Fixed,1,,,,,,,
51988,ExternalDependency,1,,,,,,,
52003,Verified,1,,,,,,,
52004,Fixed,2,,,,,,,
52006,Verified,2,,,,,,,
52007,Verified,2,,,,,,,
52008,Duplicate,2,,,,,,,
52009,Fixed,3,,,,,,,
52022,Fixed,2,,,,,,,
52024,Fixed,2,,,,,,,
52040,Verified,2,,,,,,,
52067,Fixed,1,,,,,,,
52070,Fixed,2,,,,,,,
52082,Fixed,2,,,,,,,
52085,Fixed,1,,,,,,,
52088,Verified,1,,,,,,,
52090,Fixed,1,,,,,,,
52097,Fixed,ChromeFrame,,,,,,,
52099,Fixed,2,,,,,,,
52103,Untriaged,1,,,,,,,
52105,Fixed,0,,,,,,,
52114,Verified,Bug,,,,,,,
52115,Fixed,2,,,,,,,
52117,Verified,2,,,,,,,
52120,Fixed,2,,,,,,,
52126,Fixed,2,,,,,,,
52134,Fixed,1,,,,,,,
52139,Verified,2,,,,,,,
52152,Duplicate,1,,,,,,,
52181,Fixed,2,,,,,,,
52196,Fixed,1,,,,,,,
52198,Fixed,3,,,,,,,
52199,Fixed,2,,,,,,,
52250,Fixed,2,,,,,,,
52251,Fixed,2,,,,,,,
52252,IceBox,2,,,,,,,
52260,Fixed,2,,,,,,,
52269,Fixed,3,,,,,,,
52291,Verified,1,,,,,,,
52292,Duplicate,2,,,,,,,
52293,Fixed,2,,,,,,,
52298,Fixed,1,,,,,,,
52302,Verified,2,,,,,,,
52305,Fixed,1,,,,,,,
52313,Verified,1,,,,,,,
52316,Fixed,2,,,,,,,
52318,Fixed,2,,,,,,,
52335,Fixed,2,,,,,,,
52339,Fixed,1,,,,,,,
52341,Fixed,3,,,,,,,
52355,Fixed,3,,,,,,,
52357,Fixed,2,,,,,,,
52364,Fixed,1,,,,,,,
52365,Verified,2,,,,,,,
52366,Fixed,1,,,,,,,
52367,Fixed,2,,,,,,,
52371,Fixed,1,,,,,,,
52374,Fixed,2,,,,,,,
52378,Fixed,2,,,,,,,
52385,Fixed,UI-Browser-SafeBrowsing,,,,,,,
52387,Fixed,1,,,,,,,
52388,Fixed,1,,,,,,,
52393,Fixed,1,,,,,,,
52394,Fixed,2,,,,,,,
52415,Fixed,3,,,,,,,
52418,Fixed,2,,,,,,,
52419,Fixed,2,,,,,,,
52430,Verified,2,,,,,,,
52436,Fixed,2,,,,,,,
52442,Fixed,1,,,,,,,
52444,Fixed,2,,,,,,,
52446,Verified,1,,,,,,,
52447,Duplicate,1,,,,,,,
52451,Fixed,2,,,,,,,
52452,Fixed,2,,,,,,,
52463,Fixed,2,,,,,,,
52468,Fixed,2,,,,,,,
52477,Fixed,2,,,,,,,
52479,Fixed,2,,,,,,,
52486,Fixed,2,,,,,,,
52488,Verified,2,,,,,,,
52491,Verified,1,,,,,,,
52496,Fixed,1,,,,,,,
52501,Verified,3,,,,,,,
52513,Available,2,,,,,,,
52517,Fixed,2,,,,,,,
52518,Fixed,2,,,,,,,
52519,Fixed,1,,,,,,,
52520,Fixed,2,,,,,,,
52521,Fixed,1,,,,,,,
52524,Verified,1,,,,,,,
52526,WontFix,3,,,,,,,
52536,Verified,2,,,,,,,
52542,Fixed,1,,,,,,,
52544,Fixed,2,,,,,,,
52545,Fixed,2,,,,,,,
52552,Fixed,1,,,,,,,
52555,Untriaged,2,,,,,,,
52557,Fixed,2,,,,,,,
52562,Fixed,2,,,,,,,
52566,Fixed,2,,,,,,,
52578,Assigned,2,,,,,,,
52591,Fixed,1,,,,,,,
52593,Verified,1,,,,,,,
52594,Fixed,3,,,,,,,
52595,Fixed,2,,,,,,,
52601,Fixed,2,,,,,,,
52605,Fixed,1,,,,,,,
52607,Fixed,3,,,,,,,
52609,Fixed,3,,,,,,,
52612,Fixed,2,,,,,,,
52616,Fixed,2,,,,,,,
52624,Fixed,2,,,,,,,
52625,Verified,1,,,,,,,
52629,Untriaged,2,,,,,,,
52632,Fixed,1,,,,,,,
52643,Fixed,2,,,,,,,
52644,Fixed,2,,,,,,,
52645,Fixed,2,,,,,,,
52649,Verified,2,,,,,,,
52661,Verified,2,,,,,,,
52662,Verified,2,,,,,,,
52668,Fixed,2,,,,,,,
52669,Verified,2,,,,,,,
52674,Verified,3,,,,,,,
52675,Fixed,2,,,,,,,
52680,Verified,2,,,,,,,
52681,WontFix,2,,,,,,,
52682,Fixed,Security,,,,,,,
52684,Fixed,1,,,,,,,
52689,Fixed,1,,,,,,,
52699,Duplicate,2,,,,,,,
52703,Verified,2,,,,,,,
52719,Fixed,2,,,,,,,
52723,Fixed,2,,,,,,,
52726,Fixed,2,,,,,,,
52729,Fixed,2,,,,,,,
52731,Fixed,1,,,,,,,
52744,Verified,2,,,,,,,
52746,Fixed,2,,,,,,,
52750,Fixed,1,,,,,,,
52752,Fixed,2,,,,,,,
52753,Fixed,2,,,,,,,
52754,Fixed,2,,,,,,,
52761,Verified,2,,,,,,,
52765,Fixed,2,,,,,,,
52767,Verified,2,,,,,,,
52769,Fixed,1,,,,,,,
52777,WontFix,2,,,,,,,
52778,Fixed,2,,,,,,,
52781,Fixed,2,,,,,,,
52789,Verified,2,,,,,,,
52793,Verified,2,,,,,,,
52798,Verified,2,,,,,,,
52799,Fixed,2,,,,,,,
52802,IceBox,2,,,,,,,
52805,Fixed,2,,,,,,,
52808,Fixed,2,,,,,,,
52814,Fixed,1,,,,,,,
52815,Fixed,Bug,,,,,,,
52823,Fixed,2,,,,,,,
52825,Fixed,2,,,,,,,
52826,Fixed,2,,,,,,,
52828,Duplicate,2,,,,,,,
52830,Verified,2,,,,,,,
52831,Assigned,2,,,,,,,
52832,Fixed,1,,,,,,,
52834,Available,2,,,,,,,
52836,Fixed,2,,,,,,,
52837,Available,2,,,,,,,
52839,Fixed,2,,,,,,,
52841,WontFix,2,,,,,,,
52844,Assigned,2,,,,,,,
52847,Assigned,2,,,,,,,
52857,Fixed,2,,,,,,,
52858,Verified,1,,,,,,,
52863,Fixed,2,,,,,,,
52865,Fixed,3,,,,,,,
52866,Fixed,2,,,,,,,
52883,Invalid,1,,,,,,,
52887,Fixed,2,,,,,,,
52888,Fixed,3,,,,,,,
52889,Fixed,1,,,,,,,
52890,Verified,1,,,,,,,
52891,Fixed,1,,,,,,,
52894,Fixed,1,,,,,,,
52898,Fixed,2,,,,,,,
52900,WontFix,2,,,,,,,
52901,Fixed,1,,,,,,,
52909,Assigned,2,,,,,,,
52913,Verified,2,,,,,,,
52914,Fixed,2,,,,,,,
52915,Fixed,2,,,,,,,
52916,Verified,2,,,,,,,
52918,Verified,2,,,,,,,
52924,Fixed,2,,,,,,,
52926,Fixed,1,,,,,,,
52928,WontFix,2,,,,,,,
52929,Verified,2,,,,,,,
52931,Fixed,2,,,,,,,
52940,Fixed,1,,,,,,,
52943,Verified,2,,,,,,,
52951,Fixed,2,,,,,,,
52957,Fixed,1,,,,,,,
52971,Fixed,2,,,,,,,
53018,Fixed,2,,,,,,,
53021,Verified,2,,,,,,,
53035,Verified,1,,,,,,,
53041,Verified,2,,,,,,,
53044,Duplicate,2,,,,,,,
53051,Fixed,2,,,,,,,
53073,WontFix,2,,,,,,,
53075,Fixed,2,,,,,,,
53076,Untriaged,2,,,,,,,
53077,Fixed,2,,,,,,,
53083,Verified,1,,,,,,,
53091,WontFix,2,,,,,,,
53099,Fixed,1,,,,,,,
53114,Fixed,3,,,,,,,
53117,Verified,2,,,,,,,
53127,Verified,1,,,,,,,
53135,Fixed,2,,,,,,,
53138,Verified,2,,,,,,,
53140,Fixed,2,,,,,,,
53141,Fixed,2,,,,,,,
53148,Fixed,1,,,,,,,
53149,Fixed,2,,,,,,,
53151,Verified,1,,,,,,,
53155,Fixed,2,,,,,,,
53158,Verified,2,,,,,,,
53161,Fixed,2,,,,,,,
53165,Verified,1,,,,,,,
53168,Fixed,2,,,,,,,
53173,Verified,2,,,,,,,
53176,Fixed,Security,,,,,,,
53184,WontFix,2,,,,,,,
53187,Duplicate,2,,,,,,,
53188,Fixed,2,,,,,,,
53192,Fixed,2,,,,,,,
53196,Started,2,,,,,,,
53198,Assigned,2,,,,,,,
53200,Verified,2,,,,,,,
53201,Verified,1,,,,,,,
53205,Verified,1,,,,,,,
53213,Started,1,,,,,,,
53217,Assigned,2,,,,,,,
53222,Verified,2,,,,,,,
53231,Verified,2,,,,,,,
53233,Fixed,2,,,,,,,
53241,Fixed,2,,,,,,,
53242,Fixed,2,,,,,,,
53247,Assigned,2,,,,,,,
53248,Fixed,1,,,,,,,
53250,Fixed,1,,,,,,,
53262,Fixed,2,,,,,,,
53264,Fixed,2,,,,,,,
53266,Fixed,2,,,,,,,
53270,Fixed,2,,,,,,,
53274,Fixed,2,,,,,,,
53276,Fixed,2,,,,,,,
53277,Fixed,2,,,,,,,
53280,Fixed,2,,,,,,,
53282,Fixed,1,,,,,,,
53304,Fixed,2,,,,,,,
53306,Fixed,2,,,,,,,
53315,Fixed,2,,,,,,,
53317,Fixed,3,,,,,,,
53323,Fixed,2,,,,,,,
53326,Verified,2,,,,,,,
53334,Verified,1,,,,,,,
53337,Verified,2,,,,,,,
53339,Fixed,2,,,,,,,
53344,Verified,2,,,,,,,
53345,Duplicate,1,,,,,,,
53347,Verified,1,,,,,,,
53349,Assigned,2,,,,,,,
53352,Available,2,,,,,,,
53353,Fixed,2,,,,,,,
53354,Fixed,2,,,,,,,
53358,Fixed,2,,,,,,,
53361,Verified,Security,,,,,,,
53366,Fixed,1,,,,,,,
53370,Verified,1,,,,,,,
53379,Verified,2,,,,,,,
53380,Verified,2,,,,,,,
53382,Verified,2,,,,,,,
53385,Fixed,2,,,,,,,
53386,Fixed,2,,,,,,,
53387,Fixed,2,,,,,,,
53394,Fixed,Security,,,,,,,
53397,Fixed,Bug,,,,,,,
53399,Fixed,2,,,,,,,
53406,Fixed,2,,,,,,,
53407,Fixed,2,,,,,,,
53449,Verified,2,,,,,,,
53451,Fixed,2,,,,,,,
53460,Fixed,2,,,,,,,
53468,Fixed,2,,,,,,,
53472,Fixed,2,,,,,,,
53473,Fixed,2,,,,,,,
53474,Fixed,2,,,,,,,
53476,Fixed,Build6.0.472.49,,,,,,,
53477,Fixed,2,,,,,,,
53485,Verified,1,,,,,,,
53489,Fixed,1,,,,,,,
53491,Fixed,2,,,,,,,
53494,Verified,1,,,,,,,
53495,Fixed,2,,,,,,,
53498,Fixed,2,,,,,,,
53507,WontFix,2,,,,,,,
53508,Verified,1,,,,,,,
53516,Fixed,2,,,,,,,
53517,Fixed,2,,,,,,,
53518,Fixed,2,,,,,,,
53519,Verified,0,,,,,,,
53522,Verified,2,,,,,,,
53523,Fixed,2,,,,,,,
53530,Verified,2,,,,,,,
53531,Verified,2,,,,,,,
53539,Fixed,2,,,,,,,
53543,Verified,2,,,,,,,
53549,Fixed,2,,,,,,,
53550,Verified,2,,,,,,,
53557,Fixed,2,,,,,,,
53559,Fixed,2,,,,,,,
53560,Fixed,2,,,,,,,
53565,Fixed,2,,,,,,,
53569,Fixed,2,,,,,,,
53570,Verified,2,,,,,,,
53573,Fixed,2,,,,,,,
53584,WontFix,2,,,,,,,
53585,Verified,2,,,,,,,
53586,Untriaged,2,,,,,,,
53587,Fixed,Bug,,,,,,,
53593,Fixed,2,,,,,,,
53598,Fixed,2,,,,,,,
53600,Available,3,,,,,,,
53601,Fixed,1,,,,,,,
53607,Fixed,2,,,,,,,
53609,Verified,2,,,,,,,
53616,Fixed,2,,,,,,,
53617,Fixed,2,,,,,,,
53619,Verified,1,,,,,,,
53621,Fixed,2,,,,,,,
53624,Verified,2,,,,,,,
53625,Fixed,2,,,,,,,
53628,Fixed,2,,,,,,,
53632,Fixed,3,,,,,,,
53639,Fixed,2,,,,,,,
53648,Fixed,1,,,,,,,
53649,Fixed,2,,,,,,,
53651,Fixed,2,,,,,,,
53654,Verified,2,,,,,,,
53655,Verified,1,,,,,,,
53656,Fixed,1,,,,,,,
53659,Fixed,2,,,,,,,
53664,Fixed,2,,,,,,,
53673,Fixed,2,,,,,,,
53690,Fixed,1,,,,,,,
53706,Fixed,1,,,,,,,
53714,Duplicate,2,,,,,,,
53740,Duplicate,2,,,,,,,
53742,WontFix,1,,,,,,,
53765,Fixed,2,,,,,,,
53766,Fixed,2,,,,,,,
53768,Verified,1,,,,,,,
53779,Fixed,2,,,,,,,
53799,Fixed,2,,,,,,,
53802,WontFix,2,,,,,,,
53812,Fixed,1,,,,,,,
53823,Fixed,2,,,,,,,
53825,Fixed,1,,,,,,,
53830,Verified,2,,,,,,,
53834,Verified,2,,,,,,,
53836,Fixed,2,,,,,,,
53837,Duplicate,2,,,,,,,
53838,Fixed,2,,,,,,,
53850,Fixed,2,,,,,,,
53853,Fixed,2,,,,,,,
53856,Fixed,3,,,,,,,
53858,Fixed,2,,,,,,,
53860,Fixed,2,,,,,,,
53865,Fixed,2,,,,,,,
53867,Verified,1,,,,,,,
53868,Verified,2,,,,,,,
53869,Fixed,2,,,,,,,
53870,Verified,2,,,,,,,
53871,Fixed,1,,,,,,,
53875,Fixed,2,,,,,,,
53882,Fixed,2,,,,,,,
53883,Fixed,2,,,,,,,
53889,Assigned,2,,,,,,,
53893,Verified,2,,,,,,,
53896,Fixed,2,,,,,,,
53899,Available,2,,,,,,,
53906,Verified,2,,,,,,,
53910,Fixed,1,,,,,,,
53912,Fixed,1,,,,,,,
53915,Fixed,1,,,,,,,
53916,Fixed,1,,,,,,,
53917,Fixed,1,,,,,,,
53926,Assigned,2,,,,,,,
53931,Fixed,2,,,,,,,
53933,Fixed,2,,,,,,,
53934,Fixed,2,,,,,,,
53936,Fixed,2,,,,,,,
53937,Duplicate,2,,,,,,,
53940,Fixed,2,,,,,,,
53949,Fixed,Security,,,,,,,
53953,Fixed,2,,,,,,,
53956,Fixed,2,,,,,,,
53963,Fixed,1,,,,,,,
53965,Fixed,2,,,,,,,
53967,Fixed,3,,,,,,,
53970,Verified,2,,,,,,,
53972,Fixed,2,,,,,,,
53974,Fixed,2,,,,,,,
53977,Verified,2,,,,,,,
53978,Fixed,2,,,,,,,
53979,Fixed,1,,,,,,,
53984,Fixed,1,,,,,,,
53985,Fixed,1,,,,,,,
53986,WontFix,3,,,,,,,
53988,Verified,2,,,,,,,
53989,WontFix,2,,,,,,,
53990,Fixed,2,,,,,,,
53991,Fixed,1,,,,,,,
53995,Fixed,2,,,,,,,
53999,Fixed,2,,,,,,,
54004,Fixed,Internals,,,,,,,
54005,Fixed,2,,,,,,,
54006,Verified,1,,,,,,,
54007,Fixed,1,,,,,,,
54009,Fixed,2,,,,,,,
54010,WontFix,2,,,,,,,
54011,WontFix,3,,,,,,,
54012,Fixed,1,,,,,,,
54017,Fixed,2,,,,,,,
54038,Fixed,2,,,,,,,
54044,Fixed,2,,,,,,,
54047,ExternalDependency,2,,,,,,,
54052,Verified,2,,,,,,,
54056,WontFix,2,,,,,,,
54062,Fixed,1,,,,,,,
54065,Fixed,Bug,,,,,,,
54071,Fixed,Bug,,,,,,,
54086,WontFix,1,,,,,,,
54090,Fixed,2,,,,,,,
54095,Fixed,2,,,,,,,
54098,WontFix,2,,,,,,,
54099,Verified,2,,,,,,,
54101,Verified,2,,,,,,,
54107,Fixed,0,,,,,,,
54108,Fixed,1,,,,,,,
54110,Fixed,3,,,,,,,
54115,Fixed,2,,,,,,,
54118,Assigned,2,,,,,,,
54128,Fixed,2,,,,,,,
54131,Verified,1,,,,,,,
54132,Fixed,Security,,,,,,,
54142,Fixed,2,,,,,,,
54145,Verified,2,,,,,,,
54146,Fixed,2,,,,,,,
54147,Fixed,2,,,,,,,
54148,Fixed,2,,,,,,,
54149,Verified,1,,,,,,,
54150,WontFix,2,,,,,,,
54151,Fixed,2,,,,,,,
54156,Verified,2,,,,,,,
54157,Fixed,2,,,,,,,
54159,Fixed,2,,,,,,,
54173,Verified,1,,,,,,,
54197,Duplicate,2,,,,,,,
54208,Verified,2,,,,,,,
54220,Fixed,1,,,,,,,
54229,Assigned,3,,,,,,,
54247,Fixed,2,,,,,,,
54249,Verified,2,,,,,,,
54253,Fixed,2,,,,,,,
54264,Fixed,sync,,,,,,,
54265,Verified,0,,,,,,,
54271,Fixed,2,,,,,,,
54274,Fixed,2,,,,,,,
54275,Fixed,1,,,,,,,
54277,Fixed,2,,,,,,,
54280,fixed,2,,,,,,,
54291,Fixed,2,,,,,,,
54302,Fixed,2,,,,,,,
54305,Verified,0,,,,,,,
54307,Duplicate,1,,,,,,,
54308,Assigned,2,,,,,,,
54309,Fixed,3,,,,,,,
54315,WontFix,2,,,,,,,
54322,Fixed,3,,,,,,,
54323,Verified,1,,,,,,,
54324,Verified,2,,,,,,,
54332,Fixed,2,,,,,,,
54336,Fixed,2,,,,,,,
54338,Fixed,2,,,,,,,
54342,Verified,1,,,,,,,
54345,Fixed,2,,,,,,,
54347,Fixed,1,,,,,,,
54349,WontFix,2,,,,,,,
54352,Fixed,2,,,,,,,
54353,Verified,1,,,,,,,
54360,Fixed,2,,,,,,,
54366,Verified,3,,,,,,,
54368,Fixed,2,,,,,,,
54371,Fixed,2,,,,,,,
54376,Fixed,2,,,,,,,
54380,Verified,2,,,,,,,
54395,Fixed,2,,,,,,,
54400,Fixed,Bug,,,,,,,
54406,IceBox,2,,,,,,,
54408,Fixed,2,,,,,,,
54415,Verified,1,,,,,,,
54417,Fixed,2,,,,,,,
54419,Fixed,2,,,,,,,
54421,Fixed,2,,,,,,,
54423,Fixed,2,,,,,,,
54430,Fixed,1,,,,,,,
54435,Fixed,2,,,,,,,
54439,Fixed,1,,,,,,,
54441,Fixed,2,,,,,,,
54445,Fixed,2,,,,,,,
54450,Fixed,2,,,,,,,
54453,Verified,1,,,,,,,
54461,Verified,1,,,,,,,
54465,Fixed,1,,,,,,,
54469,Fixed,2,,,,,,,
54497,Fixed,1,,,,,,,
54525,Available,2,,,,,,,
54554,Fixed,2,,,,,,,
54573,Fixed,1,,,,,,,
54591,Fixed,2,,,,,,,
54592,Fixed,2,,,,,,,
54620,Verified,2,,,,,,,
54623,Fixed,2,,,,,,,
54630,Fixed,1,,,,,,,
54655,Fixed,2,,,,,,,
54656,Available,2,,,,,,,
54665,Verified,1,,,,,,,
54681,Verified,2,,,,,,,
54689,Verified,1,,,,,,,
54690,Verified,2,,,,,,,
54701,Verified,2,,,,,,,
54708,Fixed,2,,,,,,,
54711,Fixed,2,,,,,,,
54712,Fixed,1,,,,,,,
54715,Fixed,2,,,,,,,
54717,WontFix,Fixit,,,,,,,
54718,Fixed,2,,,,,,,
54725,Verified,2,,,,,,,
54726,Fixed,2,,,,,,,
54727,Verified,2,,,,,,,
54731,Fixed,2,,,,,,,
54734,Fixed,2,,,,,,,
54743,Fixed,2,,,,,,,
54744,Fixed,2,,,,,,,
54745,Fixed,2,,,,,,,
54747,Fixed,2,,,,,,,
54748,Fixed,2,,,,,,,
54768,Fixed,2,,,,,,,
54785,Verified,1,,,,,,,
54792,Verified,2,,,,,,,
54794,Fixed,Security,,,,,,,
54800,Verified,2,,,,,,,
54809,Fixed,2,,,,,,,
54812,Verified,2,,,,,,,
54822,Fixed,2,,,,,,,
54823,Verified,1,,,,,,,
54829,Fixed,2,,,,,,,
54831,Fixed,2,,,,,,,
54833,Fixed,2,,,,,,,
54838,WontFix,2,,,,,,,
54842,Verified,1,,,,,,,
54853,Fixed,2,,,,,,,
54855,WontFix,Security,,,,,,,
54864,Verified,2,,,,,,,
54867,Fixed,2,,,,,,,
54869,Fixed,2,,,,,,,
54871,Fixed,1,,,,,,,
54874,Fixed,2,,,,,,,
54875,Fixed,1,,,,,,,
54879,Fixed,2,,,,,,,
54880,Fixed,0,,,,,,,
54894,Fixed,2,,,,,,,
54896,Verified,2,,,,,,,
54898,Fixed,2,,,,,,,
54903,Verified,2,,,,,,,
54904,Fixed,2,,,,,,,
54908,Fixed,2,,,,,,,
54910,Verified,1,,,,,,,
54913,Fixed,1,,,,,,,
54915,WontFix,2,,,,,,,
54916,Fixed,3,,,,,,,
54920,Fixed,2,,,,,,,
54924,Verified,2,,,,,,,
54932,Fixed,Bug,,,,,,,
54939,Fixed,2,,,,,,,
54942,Verified,2,,,,,,,
54945,Fixed,2,,,,,,,
54950,Fixed,2,,,,,,,
54955,Fixed,2,,,,,,,
54973,Fixed,1,,,,,,,
54976,Fixed,1,,,,,,,
54988,Assigned,2,,,,,,,
54999,Verified,2,,,,,,,
55002,Fixed,1,,,,,,,
55005,Fixed,2,,,,,,,
55007,Fixed,2,,,,,,,
55009,Fixed,2,,,,,,,
55011,Fixed,2,,,,,,,
55022,Verified,2,,,,,,,
55026,Verified,1,,,,,,,
55031,Verified,2,,,,,,,
55041,Fixed,2,,,,,,,
55045,Fixed,1,,,,,,,
55052,Verified,2,,,,,,,
55059,Fixed,2,,,,,,,
55071,Fixed,2,,,,,,,
55093,Verified,1,,,,,,,
55116,Duplicate,2,,,,,,,
55119,Fixed,1,,,,,,,
55125,Verified,2,,,,,,,
55133,Fixed,2,,,,,,,
55138,Verified,2,,,,,,,
55143,Fixed,1,,,,,,,
55148,Fixed,2,,,,,,,
55152,Fixed,3,,,,,,,
55153,Verified,2,,,,,,,
55158,Fixed,1,,,,,,,
55161,Fixed,2,,,,,,,
55164,Verified,2,,,,,,,
55165,Fixed,2,,,,,,,
55169,Fixed,2,,,,,,,
55174,WontFix,2,,,,,,,
55175,Fixed,2,,,,,,,
55176,Fixed,GtkHacker,,,,,,,
55177,Fixed,1,,,,,,,
55178,Fixed,1,,,,,,,
55180,Fixed,1,,,,,,,
55181,Fixed,1,,,,,,,
55193,Verified,1,,,,,,,
55196,Verified,2,,,,,,,
55200,Fixed,2,,,,,,,
55202,Fixed,2,,,,,,,
55203,Verified,2,,,,,,,
55208,Verified,2,,,,,,,
55211,Fixed,2,,,,,,,
55228,Verified,2,,,,,,,
55264,Fixed,3,,,,,,,
55279,Fixed,2,,,,,,,
55287,WontFix,2,,,,,,,
55302,Fixed,2,,,,,,,
55315,Fixed,2,,,,,,,
55316,Fixed,1,,,,,,,
55342,Fixed,2,,,,,,,
55363,Fixed,2,,,,,,,
55380,Fixed,1,,,,,,,
55399,Fixed,1,,,,,,,
55410,Fixed,3,,,,,,,
55413,Verified,1,,,,,,,
55418,Verified,2,,,,,,,
55423,Fixed,2,,,,,,,
55424,Fixed,1,,,,,,,
55427,Fixed,2,,,,,,,
55429,Fixed,2,,,,,,,
55439,Verified,2,,,,,,,
55441,Verified,2,,,,,,,
55452,Fixed,2,,,,,,,
55467,Fixed,2,,,,,,,
55471,Fixed,2,,,,,,,
55474,Fixed,2,,,,,,,
55475,Verified,2,,,,,,,
55476,Verified,2,,,,,,,
55477,Duplicate,1,,,,,,,
55479,Fixed,2,,,,,,,
55480,Fixed,2,,,,,,,
55489,Fixed,3,,,,,,,
55490,Fixed,3,,,,,,,
55501,Fixed,2,,,,,,,
55503,Verified,2,,,,,,,
55515,Fixed,1,,,,,,,
55517,Duplicate,2,,,,,,,
55520,Verified,1,,,,,,,
55530,Verified,2,,,,,,,
55533,WontFix,2,,,,,,,
55551,Fixed,2,,,,,,,
55552,Verified,1,,,,,,,
55560,Fixed,2,,,,,,,
55562,Verified,2,,,,,,,
55578,Fixed,Bug,,,,,,,
55584,Fixed,2,,,,,,,
55587,Fixed,2,,,,,,,
55594,Fixed,1,,,,,,,
55599,Fixed,2,,,,,,,
55605,Fixed,2,,,,,,,
55606,Fixed,1,,,,,,,
55607,Fixed,Security,,,,,,,
55610,Verified,1,,,,,,,
55615,Fixed,Platform-Extensions,,,,,,,
55619,Verified,1,,,,,,,
55629,Verified,3,,,,,,,
55634,Fixed,2,,,,,,,
55640,Fixed,2,,,,,,,
55641,Verified,1,,,,,,,
55642,Assigned,1,,,,,,,
55643,Verified,2,,,,,,,
55649,Fixed,2,,,,,,,
55650,Verified,2,,,,,,,
55657,Verified,2,,,,,,,
55658,Fixed,2,,,,,,,
55660,Fixed,2,,,,,,,
55661,fixed,2,,,,,,,
55668,Fixed,3,,,,,,,
55669,Fixed,2,,,,,,,
55676,Verified,2,,,,,,,
55678,Fixed,2,,,,,,,
55713,Assigned,2,,,,,,,
55722,Fixed,2,,,,,,,
55725,Fixed,2,,,,,,,
55726,Fixed,2,,,,,,,
55728,Fixed,2,,,,,,,
55730,Verified,1,,,,,,,
55732,Fixed,2,,,,,,,
55734,Fixed,2,,,,,,,
